Name,Team,POS,ADP,PA,mAVG,mRBI,mR,mSB,mHR,PTS,aPOS,Dollars,PlayerId
"Matt Vierling","DET","3B/OF",441.0199890136719,366.348,-1.2513327129847827,-15.074022330536561,-13.295361821654083,-1.8925641218098255,-10.670042835786912,-42.18332382277217,14.164947568613401,-27.018376254158763,"21558"
"Kyle Higashioka","SDP","C",577.1599731445312,275.729,-4.353091782035473,-16.208723182606438,-16.67706431579191,-4.2238818958143485,-8.71376058580124,-50.17652176204942,22.138586138571643,-27.03793562347777,"5517"
"Amed Rosario","TBR","2B/SS",341.95001220703125,357.272,0.8380470100440792,-15.066295082704357,-13.008967811747116,-1.2898772903521054,-11.520954489705332,-40.04804766446483,11.884980284173745,-27.163067380291086,"15518"
"Miguel Andujar","OAK","OF/DH",624.9199829101562,324.427,0.2818663753551632,-14.936223588597501,-15.1802090544648,-3.4839217815554764,-9.75912788016874,-43.07761592943136,14.497187020258568,-27.580428909172788,"15878"
"Jackson Holliday","BAL","SS",194.7100067138672,407.628,-1.5170680957244456,-14.006843272086359,-11.928097025293827,-2.2280214267515928,-11.217171934582725,-40.897201754438946,11.884980284173745,-28.0122214702652,"sa3020241"
"Jake Meyers","HOU","OF",578.239990234375,354.388,-3.82345261542908,-14.422555109318589,-13.317105828140564,-2.287909959921975,-9.65893702842038,-43.50996054123059,14.497187020258568,-28.01277352097202,"20308"
"Connor Joe","PIT","1B/OF",594.489990234375,372.66,-3.278845028685038,-14.986580127704348,-12.331771615651403,-2.890923686830792,-10.314528799831912,-43.80264925870349,14.497187020258568,-28.30546223844492,"16572"
"J.D. Davis",,"3B",469.8399963378906,342.864,-2.7528583678530087,-13.98611553847344,-13.746179610947571,-4.305600056923629,-8.720612706585209,-43.51136628078285,14.164947568613401,-28.346418712169456,"16219"
"Manuel Margot","MIN","OF",619.7899780273438,325.315,0.44249279084997606,-16.15043948676825,-14.88456803187882,-1.4952970663059006,-11.830786444872247,-43.91859823897525,14.497187020258568,-28.421411218716678,"14712"
"Nick Fortes","MIA","C",482.8599853515625,262.8,-2.576564334470086,-17.824272214145196,-17.239447509701204,-3.129210198094026,-10.82727366335083,-51.59676791976134,22.138586138571643,-28.458181781189708,"21538"
"Gabriel Arias","CLE","1B/SS",560.8699951171875,370.417,-3.6462438862701507,-13.191543019218047,-13.44432226948883,-2.836635650503256,-8.331578971771497,-41.45032379725178,11.884980284173745,-28.565343513078034,"22563"
"Isiah Kiner-Falefa","TOR","3B/OF",510.1600036621094,351.512,-0.6997206859899611,-16.210571058456196,-14.799527454907093,0.3894121268791021,-12.55267876946267,-43.87308584193681,14.164947568613401,-28.708138273323417,"16512"
"Jose Trevino","NYY","C",544.3699951171875,269.437,-2.4602297885214353,-17.2818482493388,-17.212454312939602,-4.056235015938417,-11.130253497733774,-52.14102086447203,22.138586138571643,-29.00243472590039,"16725"
"Patrick Wisdom","CHC","3B",583.5999755859375,297.942,-6.663244876440276,-13.939489350683269,-14.88997274930366,-3.016873365786,-5.702542857493989,-44.21212319970719,14.164947568613401,-29.047175631093797,"13602"
"Christian Vazquez","MIN","C",502.2099914550781,297.21,-2.294184905047453,-17.509204896625988,-16.789065911494266,-3.903713532055394,-11.887765193730033,-52.38393443895313,22.138586138571643,-29.245348300381487,"9774"
"Victor Caratini","HOU","C",546.5599975585938,240.049,-1.776832397956771,-18.2786837231699,-17.52715307231513,-4.178260390050766,-11.080374426734421,-52.84130401022699,22.138586138571643,-29.70271787165535,"14968"
"Lawrence Butler","OAK","OF",613.8099975585938,342.393,-3.2656793506629342,-15.292107561892404,-15.097449542355507,-2.157749430916328,-9.487569249538872,-45.30055513536605,14.497187020258568,-29.803368115107475,"22542"
"Jurickson Profar","SDP","OF",622.780029296875,383.823,-3.835774471866787,-15.02853664864534,-12.54674588992038,-3.6686154697448043,-10.242488219361695,-45.322160699539005,14.497187020258568,-29.824973679280433,"10815"
"Dominic Fletcher","CHW","OF",605.6500244140625,397.234,-3.6656189576089373,-14.559144146124384,-14.171973618153,-2.8970146243146395,-10.058773788956737,-45.3525251351577,14.497187020258568,-29.855338114899126,"26149"
"Mark Vientos","NYM","DH",530.3300170898438,294.545,-2.412486862828963,-14.069023909990507,-14.973699985900042,-4.355718324426914,-7.024653646117482,-42.835582729263905,11.884980284173745,-29.950602445090155,"22184"
"Chris Taylor","LAD","3B/SS/OF",382.32000732421875,353.745,-5.417994379758975,-14.306323462075385,-13.331038915552643,-0.8936324410172622,-9.215578497880095,-43.164567696284365,11.884980284173745,-30.279587412110615,"13757"
"Mauricio Dubon","HOU","2B/OF",486.29998779296875,311.034,-0.09989798647609804,-16.44430941290829,-14.6018292079348,-2.8887161191601494,-11.046730507797921,-45.08148323427726,13.800275170131984,-30.281208064145275,"16530"
"Tom Murphy","SFG","C",518.7000122070312,230.624,-2.292273708756796,-18.508962756639736,-18.076508334905874,-4.27960066016048,-10.604915897418813,-53.7622613578817,22.138586138571643,-30.623675219310055,"13499"
"Wilyer Abreu","BOS","OF",377.6000061035156,289.317,-2.231829098294184,-16.631893159537412,-14.963578207490087,-2.735785772302365,-9.890184183284225,-46.453270420908275,14.497187020258568,-30.956083400649714,"23772"
"Carson Kelly","DET","C",678.25,265.303,-3.8015849182422947,-18.171152598174913,-17.245414746778643,-4.040332877757818,-10.842953651748479,-54.101438792702155,22.138586138571643,-30.962852654130508,"13620"
"Avisail Garcia","MIA","OF",675.5700073242188,333.652,-3.596152308326346,-15.008885347566261,-15.514557864755599,-3.131703921114824,-9.23823423841876,-46.48953368018178,14.497187020258568,-30.99234665992321,"5760"
"Davis Schneider","TOR","2B",420.7300109863281,308.214,-3.958192368316246,-15.255592151116513,-14.243611449334265,-3.4428379238290736,-8.911055626417093,-45.81128951901319,13.800275170131984,-31.011014348881204,"23565"
"Geraldo Perdomo","ARI","2B/SS",423.760009765625,389.253,-3.653837220423875,-15.80443178197132,-12.179374077396984,-0.26645866467776363,-12.069565398623428,-43.97366714309337,11.884980284173745,-31.088686858919623,"22799"
"Jo Adell","LAA","OF",558.3200073242188,285.54,-4.83316589459435,-15.197845390077939,-15.905517365762435,-2.8690940101597158,-7.836304102084001,-46.64192676267844,14.497187020258568,-31.144739742419866,"20220"
"Hunter Goodman","COL","1B/OF/DH",475.7300109863281,236.465,-1.0861422929759696,-16.247925830315026,-16.892726246500605,-4.247060576641246,-8.423497708292127,-46.89735265472497,14.497187020258568,-31.400165634466404,"29715"
"Nick Senzel","WSN","3B/OF",426.8599853515625,353.606,-3.464733952630251,-15.613356036943728,-15.091482305278076,-1.9934138050820043,-10.435708723681834,-46.598694823615894,14.164947568613401,-31.433747255002487,"19293"
"Gio Urshela","DET","1B/3B",506.6199951171875,300.903,1.1186547322617217,-16.383775460487453,-16.15707567769189,-3.87902230188277,-11.504595411925063,-46.80581411972546,14.164947568613401,-31.640866551112055,"10681"
"Cavan Biggio","TOR","1B/2B/OF",455.9700012207031,356.599,-4.872393755749219,-15.687596563628782,-13.329196425334608,-2.576560202669887,-10.394471778900222,-46.86021872628272,13.800275170131984,-32.059943556150735,"19252"
"Zach McKinstry","DET","2B/3B/SS/OF",434.6300048828125,358.017,-3.6514335456358817,-16.40339344341667,-13.299516362986605,-1.0371604014208786,-10.863386971464093,-45.25489072492413,11.884980284173745,-32.36991044075039,"19392"
"Freddy Fermin","KCR","C",412.19000244140625,203.451,-1.2325502813470468,-19.539626404314042,-18.979707527442432,-4.498428729443632,-11.477495124100672,-55.727808066647825,22.138586138571643,-32.589221928076185,"21840"
"Michael A. Taylor",,"OF",605.6199951171875,292.033,-3.964501287308118,-16.431847143394492,-16.05207280372655,-2.1394764235360726,-9.52183044217947,-48.10972810014469,14.497187020258568,-32.61254107988613,"11489"
"Yasmani Grandal","PIT","C",495.1099853515625,245.398,-2.7207123753802898,-19.001233294906683,-17.85915884523939,-4.511673672511796,-11.662752591585686,-55.75553077962385,22.138586138571643,-32.61694464105221,"11368"
"Joey Ortiz","MIL","2B/3B/SS",437.9800109863281,305.396,0.15226100323676764,-16.342623701012236,-15.198922367145023,-2.836921805853411,-11.381440624326553,-45.60764749510045,11.884980284173745,-32.72266721092671,"25493"
"Stone Garrett","WSN","OF",501.9800109863281,268.117,-3.0876259880115784,-16.421231468263155,-16.787535071465115,-3.1335434633760038,-8.998961642320525,-48.428897633436364,14.497187020258568,-32.9317106131778,"19273"
"Enrique Hernandez","LAD","2B/SS/OF",554.239990234375,332.212,-3.1585860641497874,-14.881836834825272,-14.257326441203075,-3.895905565006261,-9.68387641673987,-45.877531321924266,11.884980284173745,-32.99255103775052,"10472"
"Nick Pratto","KCR","1B/OF",714.1400146484375,342.112,-6.669521745147698,-15.10879110137957,-14.205372030746975,-3.855353082950514,-8.670486667232142,-48.5095246274569,14.497187020258568,-33.012337607198326,"22117"
"Josh Rojas","SEA","2B/3B",487.19000244140625,321.542,-3.0142864096026254,-17.483674223564464,-14.948300793450615,-0.7199762987880792,-11.78430252642562,-47.95054025183139,13.800275170131984,-33.150265081699416,"19734"
"Donovan Solano",,"1B/2B",731.3200073242188,318.813,1.0187372907355727,-17.10793775882404,-15.158527020482422,-4.438008796236504,-12.66589506775672,-48.35163135256411,13.800275170131984,-33.55135618243213,"8623"
"Omar Narvaez","NYM","C",719,232.354,-1.958889135688355,-19.67016883765445,-18.475778110356686,-4.377548001097991,-12.290750432825769,-56.773134517623255,22.138586138571643,-33.634548379051616,"13338"
"Miguel Amaya","CHC","C",471.7300109863281,223.492,-3.450443244982336,-19.470828269261386,-18.368181329561093,-4.23066790035529,-11.358784883787889,-56.878905627948,22.138586138571643,-33.74031948937636,"21693"
"Myles Straw","CLE","OF",643.9400024414062,343.506,-2.327469940825221,-18.4118794345595,-15.119255521346089,0.9610713754311369,-14.417350846189672,-49.31488436748934,14.497187020258568,-33.81769734723078,"17620"
"Estevan Florial","CLE","OF",562.9000244140625,277.18,-4.228908165722684,-17.585460530643736,-16.309192552009478,-0.9818910939539153,-10.414040856558023,-49.51949319888783,14.497187020258568,-34.02230617862926,"19151"
"Ji Hwan Bae","PIT","2B/OF",516.4600219726562,273.059,-0.8408062777384324,-19.147127065793676,-16.545973997047955,0.8694194034648548,-13.323833038528534,-48.988320975643745,13.800275170131984,-34.18804580551176,"23818"
"Abraham Toro","OAK","1B/3B/DH",654.9000244140625,310.541,-2.4708767543681165,-16.71570752843713,-15.9665018851332,-3.478362219742285,-10.811223369602795,-49.44267175728352,14.164947568613401,-34.27772418867012,"19844"
"Trent Grisham","NYY","OF",521.969970703125,256.742,-4.236453594128291,-17.527579856272084,-15.974499913498821,-2.313827486625815,-9.755609096258974,-49.807969946783984,14.497187020258568,-34.31078292652541,"18564"
"Josh Palacios","PIT","OF",635.1400146484375,233.417,-0.04376857300223,-18.32772932122661,-17.55117754777458,-2.81366135243156,-11.237852222652053,-49.97418901708702,14.497187020258568,-34.477001996828456,"19818"
"Jose Azocar","SDP","OF",667.9199829101562,283.194,-2.74555138408886,-18.377883388499708,-17.172496349142467,0.727976400571631,-12.466254269321144,-50.03420899048054,14.497187020258568,-34.53702197022197,"18821"
"Graham Pauley","SDP","3B",999,258.617,-1.3686409801380555,-17.507189148559643,-17.357853725346466,-3.2433459300266465,-10.372371790747506,-49.84940157481832,14.164947568613401,-34.68445400620492,"sa3019858"
"Oswald Peraza","NYY","3B",600.1099853515625,241.229,-1.8964923679159673,-18.205249239417927,-17.304929802734886,-1.5740718525865025,-11.005987499723737,-49.98673076237903,14.164947568613401,-34.82178319376563,"22823"
"Adam Frazier","KCR","2B",600.3699951171875,291.433,0.0733338208178714,-18.238069539227958,-16.362334570164332,-2.159875323456374,-13.013877304824387,-49.700822916855174,13.800275170131984,-34.90054774672319,"15223"
"Reese McGuire","BOS","C",726.510009765625,235.074,-1.828394514675303,-19.9979008965212,-18.78991375419015,-3.9113171163493248,-13.55847578748566,-58.08600206922164,22.138586138571643,-34.947415930649996,"15674"
"Ivan Herrera","STL","C",428.04998779296875,180.82,-1.0622626360785028,-21.064542379438137,-19.36988581736394,-3.911725979324086,-12.76096198847636,-58.16937880068104,22.138586138571643,-35.03079266210939,"20599"
"Luke Maile","CIN","C",727.8699951171875,214.793,-3.0572352719181004,-20.208226202628637,-18.871767514316453,-3.860381269093051,-12.311430720895098,-58.309040978851336,22.138586138571643,-35.17045484027969,"13355"
"Noelvi Marte","CIN","3B",184.0500030517578,222.672,0.1375021741459631,-18.740720603376296,-17.886839102551253,-2.5172849152294683,-11.47366785051904,-50.48101029753009,14.164947568613401,-35.31606272891669,"26517"
"Sam Hilliard","COL","OF",747.1699829101562,239.324,-3.251040933670058,-17.942788076854555,-17.25684926967448,-2.5433659871232126,-9.868207826488554,-50.86225209381085,14.497187020258568,-35.36506507355229,"17954"
"Randal Grichuk","ARI","OF",632.4299926757812,256.08,-1.6264036092505638,-17.349974254791455,-17.296026022386272,-4.094212099842771,-10.674117077722258,-51.04073306399332,14.497187020258568,-35.54354604373475,"10243"
"Austin Slater","SFG","OF",746.6300048828125,248.693,-1.8283687872236456,-19.19486236353389,-16.681156884620332,-2.268492136212388,-11.428048174130224,-51.400928345720494,14.497187020258568,-35.903741325461915,"16153"
"Nick Gordon","MIA","OF",635.9500122070312,269.064,-1.5351820184781089,-17.89286915883141,-17.421930315138123,-2.6276186600864104,-12.062527830803894,-51.540127983337946,14.497187020258568,-36.04294096307938,"16337"
"Jonathan Aranda","TBR","1B/2B/3B/DH",547.9199829101562,258.844,-0.7265772008448823,-17.943325652387824,-16.982077487844027,-4.297301503036961,-10.945366629959516,-50.894648474073215,13.800275170131984,-36.09437330394123,"21837"
"Max Stassi","CHW","C",604.4000244140625,243.022,-5.70090982768143,-19.439654014201018,-18.752142704720384,-4.293131782944888,-11.117475019541793,-59.30331334908951,22.138586138571643,-36.16472721051787,"10059"
"Nick Allen","OAK","SS",723.9000244140625,345.123,-3.15997916869769,-17.20619682715403,-15.41408494248415,-1.2674347578084906,-12.22926561536411,-49.276961311508465,11.884980284173745,-36.39198102733472,"22277"
"Jacob Stallings","COL","C",707.1699829101562,199.618,-1.5197040565271458,-20.952610695727426,-19.535248718543354,-4.44520359065394,-13.08807907915988,-59.54084614061175,22.138586138571643,-36.4022600020401,"13723"
"Jose Caballero","TBR","2B/SS",379,283.396,-3.991149421322874,-18.779183844451516,-16.050136162973438,1.6888494197936006,-12.416930361986994,-49.54855037094122,11.884980284173745,-36.66357008676748,"23401"
"Harold Ramirez","TBR","DH",604.75,234.613,1.8178087375770766,-18.01830494497259,-17.76740199813587,-3.7243751203884123,-11.934372743533704,-49.62664606945351,11.884980284173745,-36.74166578527977,"14387"
"Andy Ibanez","DET","2B/OF",659.5900268554688,255.013,-0.4407777412470288,-18.12120036200191,-17.34051453376676,-4.033955687459459,-11.668740470311846,-51.60518879478701,13.800275170131984,-36.804913624655036,"18819"
"Junior Caminero",,"2B/3B/SS/DH",255.16000366210938,217.789,0.13503101633010997,-18.065704498279633,-17.62125295678518,-4.038902101007044,-10.13853132098948,-49.72935986073123,11.884980284173745,-36.84437957655748,"28163"
"Martin Maldonado","CHW","C",633.3300170898438,238.364,-6.848497800291556,-19.542817898630144,-18.755672753896206,-4.320766339214013,-10.621336496517234,-60.089091288549156,22.138586138571643,-36.95050514997751,"6887"
"Pete Crow-Armstrong",,"OF",390.80999755859375,227.989,-1.9766108857182543,-19.50079345992214,-18.009057223088103,-1.296499798435321,-11.894185193485095,-52.67714656064891,14.497187020258568,-37.179959540390335,"27769"
"Robbie Grossman",,"OF/DH",750.3499755859375,289.528,-4.1810675139777835,-17.988273118012128,-15.959503759285647,-3.4944686919459076,-11.144760460041379,-52.768073543262844,14.497187020258568,-37.27088652300428,"5254"
"Luis Urias","SEA","2B",594.8699951171875,276.487,-3.6566140443163335,-17.593590159208826,-16.46633873339053,-4.103082964429749,-10.484353541633364,-52.30397944297881,13.800275170131984,-37.50370427284682,"16622"
"Darell Hernaiz","OAK","SS",532.6199951171875,334.978,-2.1498146221079693,-17.371742539853752,-16.061913322310208,-2.445704752803679,-12.513911213857822,-50.54308645093343,11.884980284173745,-37.65810616675969,"sa3011309"
"Nicky Lopez","CHW","2B/3B",598.5999755859375,333.451,-2.26822737268368,-18.6781029851221,-16.312441341359005,-1.1205544134048993,-14.160299545817871,-52.53962565838755,13.800275170131984,-37.73935048825557,"19339"
"Jared Triolo","PIT","3B",530.239990234375,288.741,-1.7909874430196657,-18.70343246781718,-16.788066008976198,-2.4039258767523606,-13.25148323248552,-52.93789502905093,14.164947568613401,-37.77294746043753,"25807"
"Gavin Sheets","CHW","1B/OF",672.1599731445312,218.527,-1.8038795450945782,-18.544302421165874,-18.559849771062392,-4.463844647809749,-10.157236156589471,-53.52911254172206,14.497187020258568,-38.031925521463485,"19901"
"Matt Thaiss","LAA","C",683.969970703125,170.351,-2.749142662662576,-21.551135376822735,-20.320385523654508,-4.2608369684783325,-12.43674640799851,-61.31824693961667,22.138586138571643,-38.179660801045024,"19318"
"Marco Luciano","SFG","SS/DH",467.67999267578125,329.123,-6.1355722840808955,-16.093129706079722,-15.521743099894374,-3.588123751363273,-9.782770905401511,-51.12133974681977,11.884980284173745,-38.23635946264603,"25616"
"Joey Wiemer","MIL","OF",531.25,219.47,-3.292772814385757,-19.090354860638417,-18.26705173710198,-2.4118156163964453,-10.872276360395922,-53.93427138891851,14.497187020258568,-38.43708436865994,"27690"
"Drew Waters","KCR","OF",495.8399963378906,216.94,-2.052445888858528,-19.60519972690074,-18.54472848006209,-1.7732367560091205,-12.023389969848663,-53.99900082167914,14.497187020258568,-38.501813801420575,"20505"
"Ramon Urias","BAL","2B/3B",694.0800170898438,261.11,-1.504925513775878,-18.311033724480033,-17.492599230053372,-4.05733875104156,-11.956596068683089,-53.322493288033925,13.800275170131984,-38.52221811790194,"18795"
"Riley Adams","WSN","C",725.3800048828125,161.987,-2.5802463336806825,-21.61607052869294,-20.775797024814377,-4.441565319330791,-12.36853280674955,-61.78221201326834,22.138586138571643,-38.6436258746967,"19864"
"C.J. Cron",,"1B",556.5900268554688,195.061,-1.864187020175071,-18.489848390360272,-18.803879019633207,-4.6460037632299365,-10.474908105955212,-54.27882629935369,14.59844914517603,-38.68037715417766,"12546"
"Alex Jackson","TBR","C",747.75,151.697,-3.1677161756611274,-21.51677026817991,-20.887454792296875,-4.451826074371067,-11.818440087709174,-61.84220739821815,22.138586138571643,-38.7036212596465,"17276"
"James McCann","BAL","C",671.8400268554688,154.322,-1.675578029338131,-22.106258041860176,-21.112052085495698,-3.9401372290487235,-13.08523938463273,-61.919264770375456,22.138586138571643,-38.780678631803816,"12859"
"Paul DeJong","CHW","SS",560.489990234375,302.989,-7.074393838295454,-16.245170675615316,-16.624328098361016,-3.2714300893714756,-8.492513441560002,-51.707836143203274,11.884980284173745,-38.82285585902953,"18015"
"Garrett Cooper","CHC","1B/DH",630.6799926757812,222.357,-1.5800803897601232,-18.84092814273927,-18.219314436371963,-4.5865240686682265,-11.20235648260326,-54.42920352014284,14.59844914517603,-38.83075437496681,"15279"
"Mike Tauchman","CHC","OF",660.7000122070312,249.327,-2.2052326324699933,-19.681086298335455,-17.036063285477777,-3.213544741116533,-12.405016125852827,-54.540943083252586,14.497187020258568,-39.043756062994014,"15274"
"Joey Votto","TOR","1B",680.3800048828125,258.335,-4.82148200975318,-17.79981669215021,-17.214735377802032,-4.545930712498047,-10.33094939893033,-54.71291419113379,14.59844914517603,-39.11446504595776,"4314"
"Ezequiel Duran","TEX","3B/SS/OF/DH",340.5899963378906,212.13,-0.6484633189782272,-18.922054633972643,-18.252118151282364,-2.8973417146944485,-11.349525189505673,-52.06950300843335,11.884980284173745,-39.18452272425961,"23733"
"Nick Madrigal","CHC","3B",704.6799926757812,221.19,1.7481544226828762,-20.69905188651237,-18.537698772073025,-2.7792815804546134,-14.328333546284618,-54.59621136264175,14.164947568613401,-39.431263794028354,"20521"
"Austin Hedges","CLE","C",746.1900024414062,207.984,-5.270364279809702,-20.87380173811006,-20.032805097827712,-4.086322360198686,-12.325690714848987,-62.588984190795145,22.138586138571643,-39.450398052223505,"12976"
"Brayan Rocchio","CLE","3B/SS",499.05999755859375,277.022,-1.6258292038233189,-18.52431473491997,-17.240041015605854,-2.555588992049275,-12.768431677324802,-52.714205623723224,11.884980284173745,-39.82922533954947,"23690"
"Evan Longoria",,"3B/DH",999,217.241,-3.185512251063369,-18.645215408278702,-18.5050511802018,-4.505010326863282,-10.344654229219016,-55.18544339562617,14.164947568613401,-40.02049582701277,"9368"
"Jesse Winker","WSN","DH",720.969970703125,244.952,-1.2822396868039345,-18.894307022478326,-16.93902626184708,-4.424314152628281,-11.375822756590404,-52.91570988034804,11.884980284173745,-40.03072959617429,"13590"
"Deyvison De Los Santos","CLE","3B",682.3300170898438,236.455,-2.826665340960548,-18.60792727271959,-18.531825685530666,-4.198413972186211,-11.049508386646547,-55.21434065804357,14.164947568613401,-40.04939308943017,"sa3015168"
"Kyle Farmer","MIN","2B/3B/SS",482.44000244140625,258.879,-1.7280925446918018,-18.205148644234704,-17.55224001868621,-3.793829390274155,-11.788747073711345,-53.06805767159822,11.884980284173745,-40.18307738742447,"14813"
"Taylor Walls","TBR","2B/3B/SS",536.6500244140625,284.159,-5.863867473751931,-18.486556300860947,-16.586619617284807,-0.5448484447784678,-11.627935646559141,-53.109827483235286,11.884980284173745,-40.224847199061536,"22458"
"Andrew Knizner","TEX","C",653,129.516,-1.61078589738928,-22.735990616532533,-21.673154415005353,-4.365611175888172,-13.120117850977426,-63.50565995579278,22.138586138571643,-40.36707381722113,"19514"
"Colton Cowser","BAL","OF",498.4100036621094,222.316,-2.3219906932074332,-19.74850749677191,-18.296887326599688,-3.763578598288338,-11.919310028840153,-56.05027414370752,14.497187020258568,-40.55308712344896,"29591"
"Heston Kjerstad","BAL","OF/DH",510.510009765625,182.058,-0.1378616925029107,-20.177589523101535,-19.533780446907762,-4.25916092267488,-11.996536650377983,-56.10492923556508,14.497187020258568,-40.607742215306516,"31166"
"Rob Refsnyder","BOS","OF",999,201.73,-0.5896678571879572,-20.796807338192604,-18.46459326514563,-3.4253823500052727,-12.964368539175418,-56.24081934970689,14.497187020258568,-40.743632329448324,"13770"
"Jonny Deluca","TBR","OF",586.8900146484375,197.586,-2.7258807342986042,-19.652834429457734,-19.134198425378603,-3.5270088241973196,-11.308967334106683,-56.34888974743894,14.497187020258568,-40.85170272718038,"26365"
"Jordan Lawlar",,"SS",343.95001220703125,246.048,-3.084771682826261,-19.2856978917823,-17.695358366230646,-1.562625638580309,-12.206980474536204,-53.83543405395572,11.884980284173745,-40.95045376978197,"29976"
"Austin Barnes","LAD","C",741.1400146484375,133.152,-2.2341020138418797,-22.944804111590212,-21.48976496375125,-4.020955989077885,-13.423036016862037,-64.11266309512327,22.138586138571643,-40.97407695655162,"12158"
"Joey Wendle","NYM","SS",741.9500122070312,273.281,-2.2799109278160854,-18.871497545233005,-17.49953478750736,-2.2560239109658253,-12.985974590620705,-53.89294176214298,11.884980284173745,-41.00796147796924,"13853"
"Vidal Brujan","MIA","2B/3B/SS/OF",669.25,222.808,-2.351703638066812,-20.413075158220163,-18.477965024684043,0.06253967737069265,-12.917946142046937,-54.09815028564726,11.884980284173745,-41.21317000147352,"20536"
"David Fry","CLE","C",743.489990234375,120.867,-1.5092987712885488,-23.06103543846659,-22.08848251763624,-4.405959250822628,-13.429147526945238,-64.49392350515924,22.138586138571643,-41.355337366587605,"24934"
"Ildemaro Vargas","WSN","3B",750.7899780273438,220.187,-0.2688150474943214,-20.107984704382154,-19.22108149256837,-3.9752118244218746,-13.120303150832804,-56.693396219699515,14.164947568613401,-41.528448651086116,"13324"
"Dylan Moore","SEA","2B/OF",714.1400146484375,207.029,-4.544674013982071,-20.50821065000107,-18.865487435271202,-0.5784514258355468,-11.89511125122143,-56.391934776311324,13.800275170131984,-41.59165960617934,"18042"
"Jakob Marsee","SDP","OF",999,210.182,-2.5838549450777695,-20.768387597098293,-18.85955178033528,-2.322125991780305,-12.694044750314116,-57.22796506460577,14.497187020258568,-41.730778044347204,"sa3019868"
"Tyler Black","MIL","3B",999,183.91,-1.6910889113257193,-21.301406232640268,-19.377821277336004,-1.7343194334593495,-13.094560894593466,-57.19919674935482,14.164947568613401,-42.03424918074141,"sa3017623"
"Miguel Rojas","LAD","SS",735.52001953125,224.801,-0.8488430053030713,-19.75331107695417,-18.4137627022158,-3.008370380411951,-13.087832110806163,-55.11211927569114,11.884980284173745,-42.2271389915174,"7802"
"Santiago Espinal","TOR","2B/3B",731.6300048828125,206.072,0.2853752483999201,-20.778196588562903,-19.309245722102503,-3.5457725646116445,-13.776204000636943,-57.12404362751406,13.800275170131984,-42.32376845738208,"19997"
"Tyler Freeman","CLE","3B",721.7000122070312,180.532,0.4858119385736086,-21.266637461797256,-19.998595679675276,-3.3482835607959456,-13.483594923767548,-57.611299687462406,14.164947568613401,-42.44635211884901,"22532"
"Akil Baddoo","DET","OF",685.6199951171875,167.509,-1.5430383870833333,-21.785042884958713,-19.98575485764795,-2.1086940609508877,-12.802445901611685,-58.224976092252575,14.497187020258568,-42.72778907199401,"22168"
"Jon Singleton","HOU","1B/DH",746.8300170898438,196.53,-3.8420345852198174,-20.005123246236344,-18.85877056924995,-4.436373612364439,-11.189145883382373,-58.33144789645293,14.59844914517603,-42.732998751276895,"10441"
"Cristian Pache","PHI","OF",750.7000122070312,197.941,-2.861372872258824,-20.55923803724062,-19.395504297135567,-3.1115911765446773,-12.36242129666635,-58.29012767984603,14.497187020258568,-42.792940659587465,"19948"
"Ji-Man Choi","NYM","1B/DH",750.1400146484375,184.032,-2.519772061281524,-20.336449820885736,-19.598419556352013,-4.544050259573302,-11.450580283311846,-58.449271981404415,14.59844914517603,-42.85082283622838,"5452"
"Stuart Fairchild","CIN","OF",748.0800170898438,184.861,-2.9600766466198447,-20.7296212890061,-19.654654836706683,-3.062004430908581,-12.088640539573804,-58.49499774281501,14.497187020258568,-42.99781072255644,"20321"
"Dylan Crews","WSN","OF",999,210.182,-2.895654345953156,-20.58100632230291,-19.522252369366313,-3.249600412700399,-12.478168505455315,-58.72668195577809,14.497187020258568,-43.22949493551952,"sa3022882"
"Kevin Pillar",,"OF",750.0800170898438,174.656,-2.308402696757177,-20.795597633059337,-20.396146909916247,-3.7059384703538965,-11.645220782075745,-58.8513064921624,14.497187020258568,-43.35411947190383,"12434"
"Raimel Tapia",,"OF",999,171.13,-0.6776216603956636,-22.006386246930376,-20.547669682439725,-2.494147071967868,-13.791389905146978,-59.517214566880604,14.497187020258568,-44.02002754662203,"14350"
"Korey Lee","CHW","C",688.7899780273438,104.198,-2.231627439208142,-24.185120935771955,-22.990026031301248,-3.9369895201970198,-13.822502766408379,-67.16626669288675,22.138586138571643,-44.027680554315104,"25543"
"Nick Ahmed",,"SS",743.27001953125,247.483,-3.5860384350333643,-19.653539877207585,-18.373055109474848,-2.6171944573205863,-12.788000460622229,-57.01782833965862,11.884980284173745,-44.13284805548488,"12147"
"Seby Zavala","SEA","C",999,134.55,-3.9657828578305976,-23.339923730376732,-22.185144428850293,-4.459020868788503,-13.353649536703214,-67.30352142254935,22.138586138571643,-44.1649352839777,"18887"
"Jorge Mateo","BAL","SS",507.95001220703125,163.222,-1.897136563157196,-21.824547958950617,-20.353876895004635,0.15684852769025157,-13.2056164405628,-57.124329329984995,11.884980284173745,-44.23934904581126,"17273"
"Jake Bauers","MIL","1B/OF",622.8099975585938,171.979,-3.3296364152514735,-21.318101829386844,-19.91499238808709,-3.494795782325717,-11.775104353461554,-59.832630768512686,14.497187020258568,-44.33544374825412,"15194"
